title,label,label_score,title_cleaned,label_encoded,label_score_normalized
"Ramalan Zodiak Kamis 19 September 2019, Scorpio Harus Jaga Kondisi Kesehatan Tubuh",clickbait,1,ramalan zodiak kamis september scorpio harus jaga kondisi kesehatan tubuh,0,1.0
"Kronologi Duel Pelajar SMP, Korban Meninggal Dunia Setelah Pipi Dipukul Dua Kali",clickbait,1,kronologi duel pelajar smp korban meninggal dunia setelah pipi dipukul dua kali,0,1.0
10 Wisata Negeri di Atas Awan yang Cocok Dikunjungi saat Liburan Akhir Pekan,clickbait,1,wisata negeri di atas awan yang cocok dikunjungi saat liburan akhir pekan,0,1.0
Ekspresi Neymar dan Mbappe saat PSG Tekuk Real Madrid 3-0 di Liga Champions,clickbait,1,ekspresi neymar dan mbappe saat psg tekuk real madrid di liga champions,0,1.0
"Presenter, Aktor, Produser dan Pebisnis, Profesi Mana yang Disukai Daniel Mananta?",clickbait,1,presenter aktor produser dan pebisnis profesi mana yang disukai daniel mananta,0,1.0
"Franda Hampir Sebulan Absen Main Instagram, Foto Vechia di Postingan Samuel Zylgwyn Obati Rindu Fans",clickbait,1,franda hampir sebulan absen main instagram foto vechia di postingan samuel zylgwyn obati rindu fans,0,1.0
Joaquin Phoenix dan Robert De Niro Ternyata Tak Saling Bicara di Lokasi Syuting 'Joker',clickbait,1,joaquin phoenix dan robert de niro ternyata tak saling bicara di lokasi syuting joker,0,1.0
"Sehun EXO Nyusup ke Grup Chat Fans Demi Promosikan Album Chen, Bagikan Foto-Foto Kocak Ini",clickbait,1,sehun exo nyusup ke grup chat fans demi promosikan album chen bagikan fotofoto kocak ini,0,1.0
'Flower Crew' Kembali Kalahkan 'Vagabond' Jadi Drama Terbanyak Dibicarakan,clickbait,1,flower crew kembali kalahkan vagabond jadi drama terbanyak dibicarakan,0,1.0
Dandanan Seulgi Red Velvet di Event Gucci Dibilang Kampungan,clickbait,1,dandanan seulgi red velvet di event gucci dibilang kampungan,0,1.0
"Korea Drama Awards 2019: SKY Castle Best Drama, Ini Daftar Lengkap Pemenangnya",clickbait,1,korea drama awards sky castle best drama ini daftar lengkap pemenangnya,0,1.0
Angkat Tema 'Kawal Wajah Baru DPR' Program Acara 'Hotroom' Metro TV Tuai Pujian,clickbait,1,angkat tema kawal wajah baru dpr program acara hotroom metro tv tuai pujian,0,1.0
Cerita Lucu Jin BTS Tak Sengaja Papasan dengan Suga Saat Bersepeda ke Kantor,clickbait,1,cerita lucu jin bts tak sengaja papasan dengan suga saat bersepeda ke kantor,0,1.0
"Kocak, Mahasiwa Ini Goyang 'Entah Apa yang Merasukimu' Di Hadapan Rektor Saat Wisuda",clickbait,1,kocak mahasiwa ini goyang entah apa yang merasukimu di hadapan rektor saat wisuda,0,1.0
Polisi Tetapkan Tersangka Grup WhatsApp STM 'Hasil Rekayasa',non-clickbait,0,polisi tetapkan tersangka grup whatsapp stm hasil rekayasa,1,0.0
" Sebagai Mantan, Delon Thamrin Beri Pesan Ini Ke Suami Tajir Jill Gladys",clickbait,1,sebagai mantan delon thamrin beri pesan ini ke suami tajir jill gladys,0,1.0
"'Be Melodramatic' Tamat Raih Rating 1 Persen, Netizen Kompak Beri Pujian Selangit",clickbait,1,melodramatic tamat raih rating persen netizen kompak beri pujian selangit,0,1.0
"Yasonna Undur Diri, Jokowi Tunjuk Tjahjo Kumolo Jadi Plt Menkumham",non-clickbait,0,yasonna undur diri jokowi tunjuk tjahjo kumolo jadi plt menkumham,1,0.0
" Adik Verrell Bramasta 'Tak Sengaja' Bocorkan Febby Rastanty Ikut Liburan Keluarga, Sukses Cinlok?",clickbait,1,adik verrell bramasta tak sengaja bocorkan febby rastanty ikut liburan keluarga sukses cinlok,0,1.0
"Upacara Hari Kesaktian Pancasila, Bupati Madiun Hapus Stigma 'Kota PKI'",non-clickbait,0,upacara hari kesaktian pancasila bupati madiun hapus stigma kota pki,1,0.0
"EXO Brutal di Panggung, Ramai-Ramai Robek Baju Suho",clickbait,1,exo brutal di panggung ramairamai robek baju suho,0,1.0
"Saking Bagusnya, SM Tenyata Pilih Lirik Buatan Chen Untuk Lagu 'Flower' Dan Tolak Punya Lirikus Top",clickbait,1,saking bagusnya sm tenyata pilih lirik buatan chen untuk lagu flower dan tolak punya lirikus top,0,1.0
"Semakin Mendunia, BTS Ditunjuk Jadi Model Global Brand Fashion Ternama",clickbait,1,semakin mendunia bts ditunjuk jadi model global brand fashion ternama,0,1.0
"Ussy Sulistiawaty Difoto 'Cowok Lain', Reaksi 'Posesif' Andhika Pratama Curi Perhatian",clickbait,1,ussy sulistiawaty difoto cowok lain reaksi posesif andhika pratama curi perhatian,0,1.0
Shafa Harris dan Bastian Kedapatan 'Ribut' Di Kolom Komentar Gara-gara Hal Sepele Ini,clickbait,1,shafa harris dan bastian kedapatan ribut di kolom komentar garagara hal sepele ini,0,1.0
"Ketahuan Bawa Bedak, Desta Senyum Malu Beri Alasan Buat Hilangkan Muka Berminyak",clickbait,1,ketahuan bawa bedak desta senyum malu beri alasan buat hilangkan muka berminyak,0,1.0
"Krisdayanti Umbar 'Cincin Thanos' Mewah di Pelantikan DPR, Suami Curhat Bisnis Gulung Tikar?",clickbait,1,krisdayanti umbar cincin thanos mewah di pelantikan dpr suami curhat bisnis gulung tikar,0,1.0
"Akting Dikritik, Shin Se Kyung Bangga Bintangi 'Rookie Historian Goo Hae Ryung'",clickbait,1,akting dikritik shin se kyung bangga bintangi rookie historian goo hae ryung,0,1.0
Garuda Indonesia dan Sriwijaya Air Sudah Kembali 'Mesra' Usai Sempat Kisruh,clickbait,1,garuda indonesia dan sriwijaya air sudah kembali mesra usai sempat kisruh,0,1.0
"Gyuri eks Kara Diam-Diam Pacari Brondong Tajir, Intip Foto-Foto Kencan Mereka",clickbait,1,gyuri eks kara diamdiam pacari brondong tajir intip fotofoto kencan mereka,0,1.0
Fairuz A. Rafiq Cerita Pengalaman Sewa Hotel di Korea Tempat Lee Min Ho Menginap,clickbait,1,fairuz rafiq cerita pengalaman sewa hotel di korea tempat lee min ho menginap,0,1.0
"Grup Baru JYP, Boy Story Dikritik Habis-Habisan Usai 'Numpang' Tampil di K-CON Thailand",clickbait,1,grup baru jyp boy story dikritik habishabisan usai numpang tampil di kcon thailand,0,1.0
"Demo Mahasiswa Berakhir Rusuh, Nikita Mirzani Beri Pesan Bijak Ini",clickbait,1,demo mahasiswa berakhir rusuh nikita mirzani beri pesan bijak ini,0,1.0
"Usia Pernikahan Adele dan Simon Konecki Terungkap di Dokumen Perceraian, Ternyata Tak Sampai Setahun",clickbait,1,usia pernikahan adele dan simon konecki terungkap di dokumen perceraian ternyata tak sampai setahun,0,1.0
"Billy Syahputra Terjebak Demo Yang Berakhir Ricuh, Sempat Diomeli Gara-Gara Abadikan Momen Kerusuhan",clickbait,1,billy syahputra terjebak demo yang berakhir ricuh sempat diomeli garagara abadikan momen kerusuhan,0,1.0
"Enggak Hanya Melembabkan, Berikut 8 Kegunaan Penting Penggunaan Body Lotion Untuk Kulit!",clickbait,1,enggak hanya melembabkan berikut kegunaan penting penggunaan body lotion untuk kulit,0,1.0
Kapolda Papua Sebut Rusuh Di Wamena Akibat Berita Hoaks Medsos,non-clickbait,0,kapolda papua sebut rusuh di wamena akibat berita hoaks medsos,1,0.0
Rosa Meldianti Bersiap Ikuti Ajang Puteri Indonesia Tahun Depan Langsung Ramai Dicibir,clickbait,1,rosa meldianti bersiap ikuti ajang puteri indonesia tahun depan langsung ramai dicibir,0,1.0
"Bukti Manipulasi Voting 'Produce X 101' Seret 3 Agensi, X1 Diminta Tukar Member",clickbait,1,bukti manipulasi voting produce x seret agensi x diminta tukar member,0,1.0
Jackson GOT7 Buka-Bukaan Soal Hubungan Dekatnya dengan RM BTS,clickbait,1,jackson got bukabukaan soal hubungan dekatnya dengan rm bts,0,1.0
Lee Jinhyuk Akhirnya Umumkan Tanggal Debut Solo dan Rilis Akun Media Sosial Resmi,clickbait,1,lee jinhyuk akhirnya umumkan tanggal debut solo dan rilis akun media sosial resmi,0,1.0
"Rujuk Dengan Garuda Indonesia, Sriwijaya Air Bakal Kembali Mengudara",non-clickbait,0,rujuk dengan garuda indonesia sriwijaya air bakal kembali mengudara,1,0.0
"Frederika Cull 'Puteri Indonesia 2019' Ungkap Rasa Cinta, Reaksi Ibunda Bikin Boy William Ngakak",clickbait,1,frederika cull puteri indonesia ungkap rasa cinta reaksi ibunda bikin boy william ngakak,0,1.0
Pose Denada Tiduran Di Atas Meja Pakai Busana Transparan Jadi Bahan Gunjingan,clickbait,1,pose denada tiduran di atas meja pakai busana transparan jadi bahan gunjingan,0,1.0
"Ikuti Selera Generasi Muda, Menteri PUPR Tak Bakal Bangun Mall di Ibu Kota Baru",non-clickbait,0,ikuti selera generasi muda menteri pupr tak bakal bangun mall di ibu kota baru,1,0.0
Kylie Jenner Umumkan Kesehatannya Membaik Lewat Postingan Super Seksi Ini,clickbait,1,kylie jenner umumkan kesehatannya membaik lewat postingan super seksi ini,0,1.0
Mahasiswa Bogor Telah Penuhi Stasiun Untuk Gelar Demo Ke DPR Jakarta,non-clickbait,0,mahasiswa bogor telah penuhi stasiun untuk gelar demo ke dpr jakarta,1,0.0
"Netizen Sebut SuperM Jadi Proyek Hidup dan Mati SM Entertainment di Amerika, Setuju?",clickbait,1,netizen sebut superm jadi proyek hidup dan mati sm entertainment di amerika setuju,0,1.0
Barbie Kumalasari Malah Kena Sindir Usai Pamer Momen Bareng Fans di Acara Meet and Greet,clickbait,1,barbie kumalasari malah kena sindir usai pamer momen bareng fans di acara meet greet,0,1.0
"Warganet Curigai Keaslian Grup WA Anak STM, #DennySiregarPenyebarHoax Puncaki Trending Topic",clickbait,1,warganet curigai keaslian grup wa anak stm dennysiregarpenyebarhoax puncaki trending topic,0,1.0
"Pajang Foto Mesra Peluk Irwansyah, Zaskia Sungkar Kok Malah Minta Maaf?",clickbait,1,pajang foto mesra peluk irwansyah zaskia sungkar kok malah minta maaf,0,1.0
"Syahrini dan Adik Jiplak Gaya Nagita 'Teman' Luna Maya, Tas 1,2 Miliar Dipakai Gantian?",clickbait,1,syahrini dan adik jiplak gaya nagita teman luna maya tas miliar dipakai gantian,0,1.0
Prilly Latuconsina Curhat Ditawari Magang Jadi Staf TV Malah Disuruh Fans Lakukan Ini,clickbait,1,prilly latuconsina curhat ditawari magang jadi staf tv malah disuruh fans lakukan ini,0,1.0
Marinir Evakuasi Ratusan Mahasiswa Yang Terjebak Bentrokan Demo Di DPR,non-clickbait,0,marinir evakuasi ratusan mahasiswa yang terjebak bentrokan demo di dpr,1,0.0
Kecantikan Tzuyu Twice dengan Warna Rambut Baru Kejutkan Fans,clickbait,1,kecantikan tzuyu twice dengan warna rambut baru kejutkan fans,0,1.0
Suzy dan Shin Sung Rok Ternyata Syuting Ciuman Bibir Bolak-Balik di 'Vagabond',clickbait,1,suzy dan shin sung rok ternyata syuting ciuman bibir bolakbalik di vagabond,0,1.0
Beda Penampilan Rosa Meldianti di Postingan Sendiri vs Dipotret Orang Lain Bikin Syok,clickbait,1,beda penampilan rosa meldianti di postingan sendiri vs dipotret orang lain bikin syok,0,1.0
"Usai Dilantik, Anggota DPR Termuda Hillary Lasut Langsung 'Serang' RKUHP",clickbait,1,usai dilantik anggota dpr termuda hillary lasut langsung serang rkuhp,0,1.0
"Taemin, Baekhyun dan Kai Debut Bareng Junior di SuperM, Tertekan tapi Senang",clickbait,1,taemin baekhyun dan kai debut bareng junior di superm tertekan tapi senang,0,1.0
Foto Ganteng Zico Ini Bikin Netter Indonesia Heboh Gara-Gara Dianggap Mirip Roy Kiyoshi,clickbait,1,foto ganteng zico ini bikin netter indonesia heboh garagara dianggap mirip roy kiyoshi,0,1.0
"Intip Kerja Keras Luna Maya Bentuk Bodi, Aksi Gelantungan Sampai Wajah Merah Bikin Salut",clickbait,1,intip kerja keras luna maya bentuk bodi aksi gelantungan sampai wajah merah bikin salut,0,1.0
Bareskrim Polri Minta Pemda Persulit Terbitkan Izin Usaha Perkebunan Demi Cegah Karhutla,non-clickbait,0,bareskrim polri minta pemda persulit terbitkan izin usaha perkebunan demi cegah karhutla,1,0.0
"Jun U-Kiss Merasa Dirugikan dan Marah Saat Harus Meninggal di 'Class of Lies', Fans Malah Gemas",clickbait,1,jun ukiss merasa dirugikan dan marah saat harus meninggal di class lies fans malah gemas,0,1.0
"Sampai Di Jerman, Baim Wong Pamer Foto Bareng Claudia Peserta 'The Voice Germany' Asal Indonesia",clickbait,1,sampai di jerman baim wong pamer foto bareng claudia peserta voice germany asal indonesia,0,1.0
Ribuan Buruh Ikuti Jejak Mahasiswa Akan Gelar Demo Ke DPR ,non-clickbait,0,ribuan buruh ikuti jejak mahasiswa akan gelar demo ke dpr,1,0.0
"Selfie Pertama Terungkap, Cinta Laura Miliki Mata Berwarna Biru Saat Masih Balita?",clickbait,1,selfie pertama terungkap cinta laura miliki mata berwarna biru saat masih balita,0,1.0
"Viral Video Ambulans Ditembak Gas Air Mata, Ini Penjelasan Polri",clickbait,1,viral video ambulans ditembak gas air mata ini penjelasan polri,0,1.0
"Najwa Shihab Jago Permalukan Narasumber, Sifat Asli di Ranjang Dibocorkan Suami",clickbait,1,najwa shihab jago permalukan narasumber sifat asli di ranjang dibocorkan suami,0,1.0
Heboh! Napi Madura Ini Sukses Kabur Dari Penjara Dengan Modal Sendok Makan,clickbait,1,heboh napi madura ini sukses kabur dari penjara dengan modal sendok makan,0,1.0
"Puan Maharani Dilantik Jadi DPR, Jokowi Tunjuk Darmin Nasution Sebagai Penggantinya",non-clickbait,0,puan maharani dilantik jadi dpr jokowi tunjuk darmin nasution sebagai penggantinya,1,0.0
Disney Bocorkan Soundtrack Keren 'Frozen 2' Lewat Teaser Berikut Ini,clickbait,1,disney bocorkan soundtrack keren frozen lewat teaser berikut ini,0,1.0
Audi Marissa dan Anthony Xie Belepotan Darah Hingga Nyaris Ciuman Di Pemotretan Banjir Komentar,clickbait,1,audi marissa dan anthony xie belepotan darah hingga nyaris ciuman di pemotretan banjir komentar,0,1.0
"Kaya Raya, Cara Raffi Ahmad Simpan Gepokan Uang Jadi Sorotan",clickbait,1,kaya raya cara raffi ahmad simpan gepokan uang jadi sorotan,0,1.0
"Najwa Shihab Tampar Balik Nyinyiran 'Antek Orde Baru', Justru Dikritik Tak Merasa Bersalah",clickbait,1,najwa shihab tampar balik nyinyiran antek orde baru justru dikritik tak merasa bersalah,0,1.0
"Gong Hyo Jin Pilih Kang Ha Neul Jadi Lawan Main Terbaik, Gara-Gara Kekurangan Ini",clickbait,1,gong hyo jin pilih kang ha neul jadi lawan main terbaik garagara kekurangan ini,0,1.0
"Kecantikan Jang Dong Yoon Jadi Bahasan di Lokasi 'The Tale of Nokdu', Kim So Hyun Ngaku Kalah Cantik",clickbait,1,kecantikan jang dong yoon jadi bahasan di lokasi tale nokdu kim hyun ngaku kalah cantik,0,1.0
Walkot Surabaya Risma Curi Perhatian Kenakan Hanbok Saat Terima Penghargaan,clickbait,1,walkot surabaya risma curi perhatian kenakan hanbok saat terima penghargaan,0,1.0
"Mimpi Besar Tompi Ternyata Bukan Jadi Penyanyi dan Dokter Bedah, Lalu Apa?",clickbait,1,mimpi besar tompi ternyata bukan jadi penyanyi dan dokter bedah lalu apa,0,1.0
"BTS Hiasi Sampul Majalah Ternama di Amerika, Deretan Model Sebelumnya Bikin Melongo",clickbait,1,bts hiasi sampul majalah ternama di amerika deretan model sebelumnya bikin melongo,0,1.0
Dwayne Johnson Isyaratkan Kembali ke 'Fast and Furious' Usai Berseteru dengan Vin Diesel,clickbait,1,dwayne johnson isyaratkan kembali ke fast furious usai berseteru dengan vin diesel,0,1.0
Jinwoon 2AM Respon Dugaan Dirinya Anggota Grup Chat Mesum Jung Joon Young,clickbait,1,jinwoon respon dugaan dirinya anggota grup chat mesum jung joon young,0,1.0
"Jadi Ketua DPR Wanita Pertama, Puan Maharani Dipertanyakan Warganet Hingga Masuk Trending Topic",clickbait,1,jadi ketua dpr wanita pertama puan maharani dipertanyakan warganet hingga masuk trending topic,0,1.0
"7 Idol Cowok Ini Dipuji Punya Kemampuan Akting Yang Bagus, Ada Idolamu?",clickbait,1,idol cowok ini dipuji punya kemampuan akting yang bagus ada idolamu,0,1.0
Dosen IPB Perakit 28 Molotov Rupanya Berencana Untuk Gagalkan Pelantikan DPR,clickbait,1,dosen ipb perakit molotov rupanya berencana untuk gagalkan pelantikan dpr,0,1.0
"Biasa Dipuji Cantik, Bella Hadid Mendadak Disebut Ganteng Gara-Gara Tampil Seperti Ini",clickbait,1,biasa dipuji cantik bella hadid mendadak disebut ganteng garagara tampil seperti ini,0,1.0
"Hampir Terlupakan, Penampilan Sederhana Hilda Vitria Pakai Sandal Jepit Di Tempat Hiburan Disorot",clickbait,1,hampir terlupakan penampilan sederhana hilda vitria pakai sandal jepit di tempat hiburan disorot,0,1.0
Dinar Candy Alami Kerugian Usai Terseret Kasus Atta Halilintar dan Bebby Fey,clickbait,1,dinar candy alami kerugian usai terseret kasus atta halilintar dan bebby fey,0,1.0
"Ayu Ting Ting Lawan Song Hye Kyo Jadi Wanita Tercantik Dunia, Setuju?",clickbait,1,ayu ting ting lawan song hye kyo jadi wanita tercantik dunia setuju,0,1.0
"Disindir Jadi Penyebab Ibu Bebby Fey Sakit, Dinar Candy Siap Lapor Balik?",clickbait,1,disindir jadi penyebab ibu bebby fey sakit dinar candy siap lapor balik,0,1.0
Lucinta Luna Jawab Tantangan Netizen Ajak Abash Buka Baju,clickbait,1,lucinta luna jawab tantangan netizen ajak abash buka baju,0,1.0
"Jihyo Twice Terpilih Jadi Member Idol999, Senyum Kemenangan di 'Idol Room' Curi Fokus",clickbait,1,jihyo twice terpilih jadi member idol senyum kemenangan di idol room curi fokus,0,1.0
Reaksi Hotman Paris Usai 'Hotman Paris Show' Ditegur KPI,clickbait,1,reaksi hotman paris usai hotman paris show ditegur kpi,0,1.0
Tae Yeon Girls' Generation Isyaratkan Bakal Tinggalkan SM Entertainment?,clickbait,1,tae yeon girls generation isyaratkan bakal tinggalkan sm entertainment,0,1.0
"Demonstran di DPR Bawa Kuburan, Singgung Kematian Mahasiswa Kendari",non-clickbait,0,demonstran di dpr bawa kuburan singgung kematian mahasiswa kendari,1,0.0
Puan Maharani Malam Ini Bakal Dilantik Jadi Ketua DPR,non-clickbait,0,puan maharani malam ini bakal dilantik jadi ketua dpr,1,0.0
"Ji Chang Wook Pose Ganteng dan Imut di Lokasi 'Melting Me Softly', Fans Malah Sebut Mirip Anak Kecil",clickbait,1,ji chang wook pose ganteng dan imut di lokasi melting softly fans malah sebut mirip anak kecil,0,1.0
"Marak Artis DPR, Ruben Onsu Lebih Pilih Jadi Menteri Tenaga Kerja Ketimbang Anggota Dewan",clickbait,1,marak artis dpr ruben onsu lebih pilih jadi menteri tenaga kerja ketimbang anggota dewan,0,1.0
Dandanan Keren Jennie BLACKPINK Umbar Belahan Dada di Paris Fashion Week,clickbait,1,dandanan keren jennie blackpink umbar belahan dada di paris fashion week,0,1.0
"Ada Buronan Hingga Anak SD, Polisi Ciduk Ratusan Perusuh 30 September",clickbait,1,ada buronan hingga anak sd polisi ciduk ratusan perusuh september,0,1.0
Tanggapan Ngelantur Dul Jaelani Soal Mulan Jameela Jadi DPR,clickbait,1,tanggapan ngelantur dul jaelani soal mulan jameela jadi dpr,0,1.0
Stres karena Pekerjaan yang Tak Ada Habisnya? Jaga Tubuhmu Tetap Sehat dengan 8 Cara Ini,clickbait,1,stres karena pekerjaan yang tak ada habisnya jaga tubuhmu tetap sehat dengan cara ini,0,1.0
"Bella Nova Nyaris Terseret Ombak Pelabuhan Ratu, Gara-Gara Pakai Baju Warna Hijau?",clickbait,1,bella nova nyaris terseret ombak pelabuhan ratu garagara pakai baju warna hijau,0,1.0
"Kecantikan Jang Dong Yoon Viral, Ternyata Harus Diet Demi 'The Tale of Nokdu'",clickbait,1,kecantikan jang dong yoon viral ternyata harus diet demi tale nokdu,0,1.0
"Chelsea Islan Diduga Pacaran dengan Rob Clinton Kardinal, Ibunda Beri Restu?",clickbait,1,chelsea islan diduga pacaran dengan rob clinton kardinal ibunda beri restu,0,1.0
"Irene Red Velvet Secantik Boneka di Event Terbaru, Anting-Anting Jadi Sorotan",clickbait,1,irene red velvet secantik boneka di event terbaru antinganting jadi sorotan,0,1.0
"Celine Evangelista Ternyata Sudah Melahirkan Semalam, Wajah Bayi Masih Dirahasiakan",clickbait,1,celine evangelista ternyata sudah melahirkan semalam wajah bayi masih dirahasiakan,0,1.0
Justin Bieber dan Hailey Baldwin Akhirnya Perdana Pamer Foto Pernikahan,clickbait,1,justin bieber dan hailey baldwin akhirnya perdana pamer foto pernikahan,0,1.0
Suzy Pilih Karakter di 'While You Were Sleeping' Paling Cocok Dengannya,clickbait,1,suzy pilih karakter di sleeping paling cocok dengannya,0,1.0
"Dicecar Soal Halangi Enji Ketemu Bilqis, Jawaban Ayu Ting Ting Malah Diledek Seperti Orang Mabuk",clickbait,1,dicecar soal halangi enji ketemu bilqis jawaban ayu ting ting malah diledek seperti orang mabuk,0,1.0
Twice Beber Rahasia Tetap Solid dan Beri Kabar Soal Kondisi Mina,clickbait,1,twice beber rahasia tetap solid dan beri kabar soal kondisi mina,0,1.0
Mahasiswa Pendemo di Jakarta Nangis Sesenggukan Sambil Peluk Polisi Gara-Gara Ini,clickbait,1,mahasiswa pendemo di jakarta nangis sesenggukan sambil peluk polisi garagara ini,0,1.0
"Dituding Aji Mumpung, Barbie Kumalasari Ngaku Makin Viral Berkat Doa Galih Ginanjar",clickbait,1,dituding aji mumpung barbie kumalasari ngaku makin viral berkat doa galih ginanjar,0,1.0
"Kerusuhan Di Wamena Papua, Warga Ini Berhasil Lolos Dari Maut Dengan Pura-Pura Mati",clickbait,1,kerusuhan di wamena papua warga ini berhasil lolos dari maut dengan purapura mati,0,1.0
"Sempat Bungkam, Barbie Kumalasari Akhirnya Tanggapi Rumor Cerai dengan Galih Ginanjar",clickbait,1,sempat bungkam barbie kumalasari akhirnya tanggapi rumor cerai dengan galih ginanjar,0,1.0
Rachel Maryam 'Rekan Partai' Ungkap Harapan Ini untuk Mulan Jameela yang Dituding 'Rebut Kursi' DPR,clickbait,1,rachel maryam rekan partai ungkap harapan ini untuk mulan jameela yang dituding rebut kursi dpr,0,1.0
Ini Janji Pertama La Nyalla Usai Terpilih Jadi Ketua DPD 2019-2024,clickbait,1,ini janji pertama la nyalla usai terpilih jadi ketua dpd,0,1.0
"Buru-Buru Nikah Meski Tak Lama Kenal, Delon Thamrin Takut Sang Calon Istri Diambil Orang Duluan",clickbait,1,buruburu nikah meski tak lama kenal delon thamrin takut sang calon istri diambil orang duluan,0,1.0
"Larang Mahasiswanya Ikut Demo, Rektor Unimed Siap Beri Sanksi Bagi Pelanggar",non-clickbait,0,larang mahasiswanya ikut demo rektor unimed siap beri sanksi bagi pelanggar,1,0.0
Pengacara Fans 'Produce X 101' Cemas Kebenaran Sulit Terungkap Meski Polisi Yakin Ada Manipulasi,clickbait,1,pengacara fans produce x cemas kebenaran sulit terungkap meski polisi yakin ada manipulasi,0,1.0
"Bakal Terima Gaji DPR Puluhan Juta, Jawaban Krisdayanti dan Mulan Jameela Dibandingkan",clickbait,1,bakal terima gaji dpr puluhan juta jawaban krisdayanti dan mulan jameela dibandingkan,0,1.0
Video Bodyguard NCT Dorong Penggemar di Bandara Jadi Perbincangan,clickbait,1,video bodyguard nct dorong penggemar di bandara jadi perbincangan,0,1.0
"Roger Danuarta Kepergok Cium Bibir Cut Meyriska, Hidung Anak Ketiga Ayu Dewi Disorot-Topik Pagi",clickbait,1,roger danuarta kepergok cium bibir cut meyriska hidung anak ketiga ayu dewi disorottopik pagi,0,1.0
TXT Akhirnya Umumkan Tanggal Comeback Usai Sempat Hiatus Gara-gara Masalah Kesehatan,clickbait,1,txt akhirnya umumkan tanggal comeback usai sempat hiatus garagara masalah kesehatan,0,1.0
Gyuri Eks Kara Jadi Bahan Gosip Gara-Gara Pacari Cucu Konglomerat,clickbait,1,gyuri eks kara jadi bahan gosip garagara pacari cucu konglomerat,0,1.0
Bebby Fey Geram Sang Bunda Disebut Pura-Pura Sakit Hingga Beri 'Ancaman' Ini,clickbait,1,bebby fey geram sang bunda disebut purapura sakit hingga beri ancaman ini,0,1.0
"Demo Buruh di DPR Diikuti Puluhan Ribu Massa, Polisi Siapkan 6000 Personel",non-clickbait,0,demo buruh di dpr diikuti puluhan ribu massa polisi siapkan personel,1,0.0
Rosa Meldianti Tampil Anggun Bermahkota Ala Puteri Indonesia Disindir Jadi Miss Halu,clickbait,1,rosa meldianti tampil anggun bermahkota ala puteri indonesia disindir jadi miss halu,0,1.0
Anya Geraldine Pajang Foto Kece Kibas Rambut Ungkap Keinginan Jadi Duta Malas Mandi,clickbait,1,anya geraldine pajang foto kece kibas rambut ungkap keinginan jadi duta malas mandi,0,1.0
"Dihentikan Sementara Oleh KPI, 'Hotman Paris Show' Malah Dapat Ranking Menakjubkan",clickbait,1,dihentikan sementara oleh kpi hotman paris show malah dapat ranking menakjubkan,0,1.0
Korban Demo Mahasiswa Ricuh Faisal Amir Titipkan Pesan Untuk Pemerintahan Jokowi,clickbait,1,korban demo mahasiswa ricuh faisal amir titipkan pesan untuk pemerintahan jokowi,0,1.0
Zico Banjir Sindiran Usai Blak-blakan Singgung Skandal 'Golden Phone' Jung Joon Young Di Lagu Baru,clickbait,1,zico banjir sindiran usai blakblakan singgung skandal golden phone jung joon young di lagu baru,0,1.0
Chen EXO Beberkan Perasaan Beralih Ke Genre Retro Di Lagu Comeback Solo 'Shall We?',clickbait,1,chen exo beberkan perasaan beralih ke genre retro di lagu comeback solo shall,0,1.0
Jawaban Singkat Yang Hyun Suk Ditanya Soal Gunakan Uang YG untuk Judi Ilegal,clickbait,1,jawaban singkat yang hyun suk ditanya soal gunakan uang yg untuk judi ilegal,0,1.0
"Baru Dirilis, 'Dear My Dear' Chen EXO Sukses Puncaki Chart iTunes Dunia",clickbait,1,baru dirilis dear dear chen exo sukses puncaki chart itunes dunia,0,1.0
Boy William Rayakan Ulang Tahun Mendiang Adik Lewat Postingan Mengharukan Ini,clickbait,1,boy william rayakan ulang tahun mendiang adik lewat postingan mengharukan ini,0,1.0
"Shireen Sungkar Niat Unfollow Instagram Teuku Wisnu Gara-Gara Foto Endorse Produk, Kok Bisa?",clickbait,1,shireen sungkar niat unfollow instagram teuku wisnu garagara foto endorse produk kok bisa,0,1.0
Kai Pamer Video Seksi Bikin Fans Histeris Dan Tagih Debut Solo,clickbait,1,kai pamer video seksi bikin fans histeris dan tagih debut solo,0,1.0
"Sayembara Desain Ibu Kota Resmi Digelar Hari Ini, Anak Muda Jadi Jurinya",clickbait,1,sayembara desain ibu kota resmi digelar hari ini anak muda jadi jurinya,0,1.0
INFOGRAFIS: Mengenal Sejarah Batik Di Indonesia Yang Eksis Sejak Masa Kerajaan,non-clickbait,0,infografis mengenal sejarah batik di indonesia yang eksis sejak masa kerajaan,1,0.0
"Lebby Wilayati Dinilai Lebih Pantas Ikutan 'Puteri Indonesia' Dibanding Rosa Meldianti, Setuju?",clickbait,1,lebby wilayati dinilai lebih pantas ikutan puteri indonesia dibanding rosa meldianti setuju,0,1.0
Anji Beri Pesan Ini Untuk Rekan Artis Yang Melenggang Jadi Anggota DPR,clickbait,1,anji beri pesan ini untuk rekan artis yang melenggang jadi anggota dpr,0,1.0
"Sering Tampil Branded, Harga Kaus Kaki Agnez Mo Sukses Bikin Syok",clickbait,1,sering tampil branded harga kaus kaki agnez mo sukses bikin syok,0,1.0
